ID,cfg-config_id,cfg-tp_size,cfg-pp_size,cfg-max_running_requests,cfg-max_total_tokens,cfg-chunked_prefill_size,cfg-gpu_memory_utilization,cfg-attention_backend,cfg-context_length,cfg-enable_torch_compile,cfg-enable_p2p_check,cfg-disable_radix_cache,cfg-ai-temperature,cfg-ai-top_k,cfg-ai-top_p,cfg-ai-repetition_penalty,cfg-ai-frequency_penalty,cost-duration,cost-total_input_tokens,cost-total_output_tokens,cost-total_output_tokens_retokenized,cost-concurrency,obj-completed+,obj-request_throughput+,obj-input_throughput+,obj-output_throughput+,obj-mean_e2e_latency_ms-,obj-median_e2e_latency_ms-,obj-std_e2e_latency_ms-,obj-p99_e2e_latency_ms-,obj-mean_ttft_ms-,obj-median_ttft_ms-,obj-std_ttft_ms-,obj-p99_ttft_ms-,obj-mean_tpot_ms-,obj-median_tpot_ms-,obj-std_tpot_ms-,obj-p99_tpot_ms-,obj-mean_itl_ms-,obj-median_itl_ms-,obj-std_itl_ms-,obj-p95_itl_ms-,obj-p99_itl_ms-,hw-file,log-file
21,80,1,1,64,32768,10240,0.9,flashinfer,8192,True,True,True,0.0,51,0.9,1.6,1.5,40.23570423806086,154032,32768,32768,15.005907322914233,128,3.1812541230213816,3828.241680290855,814.4010554934737,4716.978506785381,4803.760956041515,280.0104926548351,4831.665413524024,210.95953163785452,188.48749448079616,90.51115001914496,352.06802014028654,17.670662647637357,18.08583643150461,1.1678840170684306,18.495857398673966,17.670649983191137,13.451999053359032,27.572654529323934,14.085929468274117,175.0905541679822,,log_file/log-21.txt
22,81,1,1,768,12288,15360,0.85,torch_native,7168,True,True,True,1.0,31,0.35,1.8,0.3,123.78963684500195,154032,32768,32768,15.278547446526328,128,1.0340122425617089,1244.3044823926964,264.70713409579747,14775.983124411141,15368.027069955133,1951.2772023863988,15939.38458650373,7422.171028740195,8014.9061979027465,1920.8308640129326,8408.862517485395,28.83847880655273,28.759483274474153,0.8631683188577053,30.66304548960362,28.83846636141243,26.748685399070382,17.254051607753784,32.13986298069358,65.45656253583732,,log_file/log-22.txt
23,82,1,1,832,10240,8192,0.85,torch_native,6144,False,True,False,0.5,41,0.35,1.6,1.2,123.38979438506067,154032,32768,32768,15.16831599249944,128,1.0373629410593905,1248.336629197344,265.564912911204,14621.995245954167,14888.306656037457,2565.6356890190236,20831.21344539337,7301.615272028357,7605.854721623473,2279.9281224910906,12992.548852346372,28.70737244676788,28.02141353570144,3.7424854929294114,43.1709498344811,28.707360258390416,26.772163109853864,56.46929272499615,32.088178652338684,56.35969209251926,,log_file/log-23.txt
24,87,1,1,192,28672,10240,0.75,flashinfer,8192,False,False,True,0.2,41,0.5,1.6,0.3,40.28453029412776,154032,32768,32768,14.985542964075519,128,3.177398347838213,3823.60173682981,813.4139770465825,4716.293433673854,4799.771929974668,267.4254230130552,4824.153112177737,207.70854672446148,188.1025144830346,90.90674895473738,351.5905741392635,17.680725046860363,18.069011827145573,1.1115026121041953,18.46628244548999,17.680712030842724,13.434805092401803,27.541208059460878,14.246008708141742,175.05934947403148,,log_file/log-24.txt
25,91,1,1,704,30720,12288,0.7,torch_native,6144,False,False,True,0.3,91,0.6,1.5,1.7,98.03342142305337,154032,32768,32765,15.601459365132838,128,1.305677167459339,1571.219261391382,334.2533548695908,11948.940943411799,12104.631616501138,451.9395507350847,12214.553420373704,277.6478777395823,250.63685001805425,96.64765925346367,418.7614244245924,45.76977672812634,46.282283108060554,1.7835915949887104,47.21236463356763,45.76976389512757,41.2070780294016,23.90782967943419,84.56508229719475,167.03360459767282,,log_file/log-25.txt
26,94,1,1,256,22528,3072,0.75,torch_native,7168,True,True,False,0.8,91,0.45,1.2,0.3,90.42826934088953,154032,32768,32768,15.558240156771577,128,1.4154865611490965,1703.3611405227941,362.3645596541687,10991.443213802995,11075.231586582959,342.83605284358964,11359.557660692371,157.53926652178052,135.5599194066599,63.405188076417446,352.1994935860858,42.485897832475345,42.78845362931344,1.323843867139491,44.02104694496694,42.485885606947704,40.745415491983294,12.009408115115367,53.22467613732442,85.84748030640185,,log_file/log-26.txt
27,100,1,1,768,22528,11264,0.85,torch_native,8192,False,True,False,0.6,100,0.15,1.9,1.4,92.14161887392402,154032,32768,32768,15.568154856042995,128,1.3891659552361508,1671.687581382303,355.6264845404546,11206.835869654242,11281.228745006956,335.79989946880096,11625.89956724085,160.57773199463554,138.43230751808733,64.86581881791466,359.14990387391305,43.318659363371005,43.55453330996063,1.3086263487555823,45.06566312198765,43.318646394590026,41.266154032200575,12.249459982864318,56.394586828537285,90.46043526846915,,log_file/log-27.txt
28,101,1,1,320,26624,12288,0.7,torch_native,4096,False,True,False,0.5,61,0.15,1.7,1.5,91.49614531197585,154032,32768,32768,15.563196489682474,128,1.398966039099859,1683.480757301793,358.1353060095639,11124.785058897032,11197.300410363823,326.8779849854242,11549.667911333965,154.4325185877824,136.41872652806342,55.681305043054095,346.1832386325115,43.02099035415392,43.2776000816375,1.2683138762345199,44.708525979608375,43.020977934807604,41.06244945432991,11.585129897244181,57.44653509464115,90.18380354857072,,log_file/log-28.txt
29,105,1,1,704,18432,11264,0.8,flashinfer,5120,False,False,False,0.1,100,0.35,1.8,1.8,33.95273864408955,154032,32768,32765,14.736294508925297,128,3.7699462579959535,4536.65907821588,965.1062420469641,3908.8871565927548,3932.945584994741,191.34027753436771,4204.992703904863,115.73812239294057,100.73857149109244,86.21697695065038,509.0909935068344,14.875094251763976,15.041113772666922,0.7190284074237342,16.065621152465397,14.875081787463653,13.013734016567469,13.802593601431118,14.364678843412548,101.17483858019116,,log_file/log-29.txt
30,106,1,1,576,16384,15360,0.95,flashinfer,6144,True,False,True,0.3,91,0.9,1.0,1.9,50.692604455165565,154032,32768,32768,14.893222770414466,128,2.525023154279003,3038.549738280495,646.4059274954247,5898.2519606506685,5491.82272143662,1500.7373985534227,8464.685001629405,2070.129819694557,1770.1949179172516,1440.3809535974694,4748.099977774546,15.012243690023967,14.770162757486105,1.1187946162300637,16.58584513480538,15.01223230577535,12.883865972980857,23.39831482092378,13.230582908727229,101.86490439344198,,log_file/log-30.txt
31,107,1,1,576,22528,11264,0.8,flashinfer,6144,True,True,True,0.2,11,0.3,1.3,0.9,40.25423576077446,154032,32768,32768,15.002200394368058,128,3.1797895943345407,3826.479303082328,814.0261361496424,4717.985246916214,4807.520957663655,281.39313683224765,4835.594001472928,210.7123584173678,188.98988561704755,90.86871129165625,353.0925255129114,17.675579954897437,18.09920349760967,1.1709841235999923,18.515110115484134,17.675567222228413,13.447688892483711,27.628372289435223,14.440741483122107,175.84991860203445,,log_file/log-31.txt
32,109,1,1,384,16384,5120,0.95,torch_native,6144,False,False,False,0.2,71,0.4,1.6,0.9,96.46083437930793,154032,32768,32765,15.176928109794847,128,1.3269634336426352,1596.8346219597063,339.7026390125146,11437.337099887372,11317.928909091279,1806.7363646423512,17589.58172195591,845.8123196942324,373.72351670637727,1467.5200726933358,6647.993538663723,41.53539129487506,42.07954259644098,4.004620451745463,51.55520197033298,41.53538006827219,39.75538909435272,28.7085274033431,54.055016906931996,91.38331777881831,,log_file/log-32.txt
33,111,1,1,512,28672,10240,0.9,torch_native,4096,True,True,True,0.7,21,0.6,1.1,0.4,97.4395316299051,154032,32768,32765,15.601243835910717,128,1.313635214156916,1580.795775836079,336.2906148241705,11876.389782930346,12023.2908425387,461.101948091594,12149.384963503107,276.8216751574073,250.57147513143718,98.0753396701811,429.7287796251476,45.48850238342329,45.998414019670555,1.82282071424846,46.95980875939131,45.488490164536735,40.90882162563503,23.909694433467138,83.86010406538844,167.287747557275,,log_file/log-33.txt
34,114,1,1,256,30720,5120,0.9,flashinfer,7168,True,True,False,0.8,100,0.5,1.4,1.2,32.46863008989021,154032,32768,32768,14.69499029486591,128,3.9422667247010055,4744.025219837073,1009.2202815234574,3727.5484692072496,3705.3563273511827,184.24902468628454,4155.996796335094,76.14284776718705,58.45924676395953,49.128748340470175,300.9572617616505,14.3192377311375,14.276903070619001,0.6660521713932973,15.856138732686057,14.319226175775482,13.026232365518808,9.183459630000145,15.890103508718314,44.76482776924968,,log_file/log-34.txt
35,119,1,1,128,26624,6144,0.75,flashinfer,6144,False,True,True,0.5,91,0.95,1.8,1.2,40.295801762957126,154032,32768,32768,14.982313927208011,128,3.1765095717159064,3822.532205863629,813.186450359272,4716.596499696607,4796.772252768278,269.0658740762768,4843.516138717532,211.99107004213147,188.9389306306839,92.8447698085662,353.4199201175943,17.665119331978335,18.054260333598243,1.1238085453041438,18.542097819603832,17.665107213186133,13.411234132945538,27.59524158171293,14.878443325869737,175.79088490922004,,log_file/log-35.txt
36,124,1,1,576,22528,6144,0.85,flashinfer,5120,True,True,True,0.0,91,0.8,1.4,1.2,40.22611238621175,154032,32768,32768,15.004067902566895,128,3.1820126879542645,3829.154518366963,814.5952481162917,4715.275950773503,4803.572498029098,280.53196694114683,4829.704957581125,212.4071158359584,188.85274277999997,92.92768078422502,352.2921370761469,17.65830915661782,18.065766911661505,1.1698302562433949,18.484310823036175,17.658295683484575,13.434424996376038,27.58972922867351,14.25727119203657,175.90334579348564,,log_file/log-36.txt
37,128,1,1,512,26624,5120,0.9,torch_native,5120,False,True,False,0.0,21,0.4,1.9,1.0,90.69573117699474,154032,32768,32768,15.557012601491124,128,1.4113122893315138,1698.3379261743105,361.2959460688675,11023.08306892155,11037.543991114944,282.31840287218733,11458.741099340841,154.84320528412354,135.59224270284176,57.20222779184338,352.97908427659434,42.620548484852655,42.67706951382114,1.0951876221550225,44.385374837975,42.620536789863586,40.668397676199675,11.512335029905577,55.672795441932976,90.31584074255079,,log_file/log-37.txt
38,129,1,1,576,32768,3072,0.95,flashinfer,8192,False,True,True,0.1,61,0.3,1.6,0.7,40.59622347727418,154032,32768,32768,14.99771216009788,128,3.1530026449789,3794.244557901484,807.1686771145984,4756.6443320247345,4845.248734811321,268.4378594487046,4859.373985361308,201.16058189159958,188.7311995960772,84.16126012277797,370.3721020044759,17.864642157384843,18.203223145146872,1.1093746526470363,18.60407651979111,17.864630403003982,13.449120568111539,28.835593657487465,14.82806405983865,175.76648664660752,,log_file/log-38.txt
39,137,1,1,896,22528,10240,0.8,flashinfer,7168,True,False,False,0.3,11,0.75,1.2,1.4,33.12623610906303,154032,32768,32768,14.732462281358341,128,3.8640067521881964,4649.849125414471,989.1857285601783,3812.7423750011076,3848.212882410735,191.93677400676413,4157.187635675073,95.514789903973,67.24181957542896,63.82654653404995,296.7592923343182,14.577363078812294,14.598397034969109,0.7256410400274751,15.995310739741898,14.577351428520428,13.070012675598264,11.678381776163432,15.068623237311833,53.12159802298993,,log_file/log-39.txt
40,139,1,1,192,8192,7168,0.8,flashinfer,6144,True,False,True,0.9,21,0.6,1.6,0.5,80.37382268439978,154032,32768,32768,14.7785323489722,128,1.5925583196734558,1916.4448679370448,407.6949298364047,9279.743269937171,9272.20246498473,1921.440382997185,12378.53828491643,6553.545027720247,6596.900842618197,2008.469898471755,9704.18390961364,10.690973498889898,10.528752647851611,0.4758199999623769,12.204374151925245,10.690955896579373,10.497180512174964,4.901756848357168,10.722348606213927,11.049599195830526,,log_file/log-40.txt
41,143,1,1,768,10240,9216,0.8,torch_native,6144,False,False,False,0.0,31,0.5,1.8,2.0,123.49881154485047,154032,32768,32768,15.23783588560205,128,1.0364472208181117,1247.2346743519952,265.3304885294366,14701.989237400994,15024.117534048855,2705.6712986214848,23160.121705913916,7263.828265113261,7712.744429707527,2299.277419794102,12679.609852051366,29.169258714853854,28.28043951178152,5.132110106048964,59.96773248368547,29.169246276561513,26.92088414914906,80.17611847543142,32.30804458726197,56.17541825864464,,log_file/log-41.txt
42,147,1,1,256,30720,5120,0.7,flashinfer,5120,False,True,False,0.9,81,0.65,1.7,1.7,32.43707548175007,154032,32768,32768,14.674574966555989,128,3.9461017400294325,4748.640181407918,1010.2020454475347,3718.7523113498173,3701.4318462461233,174.92513486653684,4165.58004624676,78.79892808341538,59.918091632425785,47.72524812145231,293.43248500488704,14.274326993201576,14.196921997320127,0.6373686870602858,15.945933131756737,14.274314023421931,13.016908895224333,9.106234045841534,14.669702388346195,45.050944653339684,,log_file/log-42.txt
43,152,1,1,128,22528,12288,0.9,torch_native,5120,True,False,True,0.2,51,0.25,1.7,0.1,101.0217449828051,154032,32768,32765,15.160963591496971,128,1.2670539399392364,1524.7410349743786,324.3658086244445,11965.523419014062,11688.467073021457,2051.1405535785343,19598.306234651245,971.4612932839373,493.9052825793624,1867.3430707107846,8452.941112378612,43.11396912051029,44.04395687320799,3.9511405654487577,45.5553658710537,43.11395858756298,39.642890682443976,29.372402495251265,50.207990733906286,166.95341012906283,,log_file/log-43.txt
44,159,1,1,576,16384,12288,0.8,torch_native,4096,False,False,True,0.1,71,0.3,2.0,0.9,109.98558916524053,154032,32768,32768,15.201539735964491,128,1.1637888288046074,1400.4743818627446,297.9299401739795,13062.111750616168,11135.644904104993,3545.512318230998,18141.38555076439,4203.396566572337,2241.750244051218,3517.6505609405986,9283.461399795488,34.74005954526992,35.2045517396547,2.1890150966035473,36.23940126696492,34.74004722750168,32.069612527266145,21.04881161178986,38.5630076052621,90.76682826504111,,log_file/log-44.txt
45,163,1,1,640,26624,13312,0.9,flashinfer,5120,False,False,False,0.9,1,0.3,1.6,0.8,32.94288352970034,154032,32768,32768,14.703396725401749,128,3.8855129328493345,4675.729125567568,994.6913108094296,3784.1584829366184,3780.221251072362,184.5589440524436,4170.699813244864,89.46231765003176,67.32123554684222,55.12807480185528,296.6190934646875,14.489004569751321,14.487444445965627,0.6854680731423414,15.987788481473485,14.48899196939059,13.02948105148971,10.721400433080671,14.638300379738212,53.716390249319375,,log_file/log-45.txt
46,165,1,1,960,10240,3072,0.85,flashinfer,7168,False,False,True,0.5,91,0.5,1.6,1.0,68.82209487073123,154032,32768,32768,14.770707280026096,128,1.8598678264650736,2238.118445672408,476.12616357505885,7941.804826044972,7898.978878511116,1478.5030284228965,9800.82689681556,4496.244368307089,4418.378637172282,1472.7266221181167,6326.139626940712,13.512001795050525,13.616956764941706,0.41923089482509107,13.917946801721758,13.511989402111652,11.841150000691414,16.512553303375167,12.083690497092903,96.5473797917366,,log_file/log-46.txt
47,172,1,1,128,12288,10240,0.75,flashinfer,6144,False,True,False,0.3,41,0.75,1.7,1.0,49.08469847775996,154032,32768,32765,14.867141339255737,128,2.607737318749064,3138.0858959496545,667.5807535997603,5701.165233309439,5445.129250409082,1100.0589629563538,7492.121080365032,2128.3381679422746,1862.9367547109723,1119.864687643839,4153.322708560154,14.011086530851626,14.008814800421105,0.8461318913312804,17.05611687252189,14.011074149582818,12.550674844533205,16.45150884974266,13.023392180912197,100.5256197694689,,log_file/log-47.txt
48,173,1,1,768,14336,7168,0.8,flashinfer,8192,True,True,False,0.1,41,0.35,1.4,1.3,40.340445743873715,154032,32768,32766,14.95523778941508,128,3.1729941908100674,3818.3018843660648,812.2865128473773,4713.288739301788,4409.235395025462,890.4044483773674,6861.724282321521,984.77287022979,613.0658644251525,860.0872841639109,3179.3285981565728,14.621630859105876,14.624961362421221,0.9708462698805991,17.708971585804495,14.621618198026566,12.756806565448642,19.206734201215966,13.62927986774593,101.31935557350516,,log_file/log-48.txt
49,177,1,1,128,22528,8192,0.95,flashinfer,5120,False,True,True,0.1,71,0.5,1.3,0.7,40.30273697618395,154032,32768,32768,14.981356212954088,128,3.175962964392192,3821.874432275454,813.0465188844012,4717.106710915687,4803.909388836473,268.1703097678766,4829.481530687772,212.60495032765903,189.4710990600288,93.13888130854751,354.78777840267867,17.66471278661972,18.0695128590599,1.1220900721671976,18.485455110029992,17.66470160494232,13.42195295728743,27.66497208110494,13.993466692045331,176.38501465786248,,log_file/log-49.txt
50,178,1,1,832,26624,15360,0.75,torch_native,5120,False,True,True,0.9,51,0.35,1.8,1.7,99.33589676162228,154032,32768,32765,15.608627217231058,128,1.2885573510969892,1550.6177023763394,329.87068188082924,12113.257670636813,12284.887492423877,460.77241474896044,12346.626273500733,279.6454826348054,252.97465338371694,97.89722175800473,423.92482557334006,46.40632230589022,46.908742040578346,1.8186838427580194,47.69234103419106,46.4063101801074,42.008409509435296,24.048954265841918,85.80998904071748,168.16196208354086,,log_file/log-50.txt
