ID,cfg-agent_config_id,cfg-cycle_budget,cfg-enabled_components,cfg-allow_fs_access,cfg-full_message_count,cfg-shell_command_control,cfg-task_max_duration_s,cfg-information_availability,cfg-num_runs,cfg-ai-model_name,cfg-ai-big_brain,cfg-ai-use_functions_api,cfg-ai-send_token_limit,cfg-ai-cognitive_strategy,cfg-ai-temperature,cfg-ai-max_tokens,cfg-ai-prompt_style,cost-num_tasks,cost-total_duration,cost-total_cycles,cost-total_tokens,cost-avg_tokens_per_task,cost-tokens_per_request_avg,cost-tokens_per_request_std,cost-token_usage_prompt_tokens,cost-token_usage_completion_tokens,cost-token_usage_total_tokens,cost-estimated_cost_usd,cost-cost_total_cost_usd,cost-cost_prompt_cost_usd,cost-cost_completion_cost_usd,obj-success_rate+,obj-num_success+,obj-instruction_adherence_score+,obj-correctness_score+,obj-throughput_tasks_per_sec+,obj-throughput_tokens_per_sec+,obj-cycle_efficiency+,obj-instruction_adherence_response_present+,obj-instruction_adherence_no_error+,obj-instruction_adherence_send_limit_respected+,obj-instruction_adherence_finish_reason_ok+,obj-error_rate-,obj-timeout_rate-,obj-step_timeout_rate-,obj-wall_timeout_rate-,obj-num_failures-,obj-num_timeouts-,obj-num_step_timeouts-,obj-num_wall_timeouts-,obj-avg_task_duration-,obj-median_task_duration-,obj-p95_task_duration-,obj-p99_task_duration-,obj-latency_p50-,obj-latency_p90-,obj-latency_p95-,obj-latency_p99-,obj-avg_cycles_per_task-,obj-avg_steps_per_wall_timeout-,obj-retry_rate-,hw-file,log-file
30,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc4_al_ufa0,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,2048,concise,1,5.689789295196533,3,1956,1956.0,1956.0,0.0,1434,522,1956,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.17575343270518395,343.77371437133985,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.687393426895142,5.687393426895142,5.687393426895142,5.687393426895142,5.687393426895142,5.687393426895142,5.687393426895142,5.687393426895142,3.0,,,hw_file/hw-30.txt,log_file/log-30.txt
31,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc4_al_ufa1,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,2048,concise,1,37.11638140678406,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.026942281604456785,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,37.11408972740173,37.11408972740173,37.11408972740173,37.11408972740173,37.11408972740173,37.11408972740173,37.11408972740173,37.11408972740173,3.0,,,hw_file/hw-31.txt,log_file/log-31.txt
32,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc4_dl_ufa0,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,2048,concise,1,5.685022830963135,3,1956,1956.0,1956.0,0.0,1434,522,1956,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.17590078874504428,344.06194278530666,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.682660102844238,5.682660102844238,5.682660102844238,5.682660102844238,5.682660102844238,5.682660102844238,5.682660102844238,5.682660102844238,3.0,,,hw_file/hw-32.txt,log_file/log-32.txt
33,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc4_dl_ufa1,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,2048,concise,1,37.095088481903076,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.026957746724013135,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,37.093342304229736,37.093342304229736,37.093342304229736,37.093342304229736,37.093342304229736,37.093342304229736,37.093342304229736,37.093342304229736,3.0,,,hw_file/hw-33.txt,log_file/log-33.txt
34,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc8_al_ufa0,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,2048,concise,1,5.6551594734191895,3,1956,1956.0,1956.0,0.0,1434,522,1956,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.1768296729208568,345.8788402331959,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.653040647506714,5.653040647506714,5.653040647506714,5.653040647506714,5.653040647506714,5.653040647506714,5.653040647506714,5.653040647506714,3.0,,,hw_file/hw-34.txt,log_file/log-34.txt
35,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc8_al_ufa1,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,2048,concise,1,37.099164962768555,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.026954784588913674,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,37.09693646430969,37.09693646430969,37.09693646430969,37.09693646430969,37.09693646430969,37.09693646430969,37.09693646430969,37.09693646430969,3.0,,,hw_file/hw-35.txt,log_file/log-35.txt
36,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc8_dl_ufa0,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,2048,concise,1,5.685567378997803,3,1956,1956.0,1956.0,0.0,1434,522,1956,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.17588394145040814,344.02898947699833,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.683173179626465,5.683173179626465,5.683173179626465,5.683173179626465,5.683173179626465,5.683173179626465,5.683173179626465,5.683173179626465,3.0,,,hw_file/hw-36.txt,log_file/log-36.txt
37,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m2048_conc_file_fs1_fmc8_dl_ufa1,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,2048,concise,1,37.11278438568115,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.02694489288671695,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,37.10975527763367,37.10975527763367,37.10975527763367,37.10975527763367,37.10975527763367,37.10975527763367,37.10975527763367,37.10975527763367,3.0,,,hw_file/hw-37.txt,log_file/log-37.txt
38,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc2_al_ufa0,3,FileManagerComponent,False,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.612424612045288,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06405155027800619,174.28426830645483,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.61010456085205,15.61010456085205,15.61010456085205,15.61010456085205,15.61010456085205,15.61010456085205,15.61010456085205,15.61010456085205,3.0,,,hw_file/hw-38.txt,log_file/log-38.txt
39,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc2_al_ufa1,3,FileManagerComponent,False,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.8974871635437,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05918039708043089,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.895146369934082,16.895146369934082,16.895146369934082,16.895146369934082,16.895146369934082,16.895146369934082,16.895146369934082,16.895146369934082,3.0,,,hw_file/hw-39.txt,log_file/log-39.txt
40,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc2_dl_ufa0,3,FileManagerComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.602691650390625,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06409150564575596,174.39298686210194,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.600297212600708,15.600297212600708,15.600297212600708,15.600297212600708,15.600297212600708,15.600297212600708,15.600297212600708,15.600297212600708,3.0,,,hw_file/hw-40.txt,log_file/log-40.txt
41,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc2_dl_ufa1,3,FileManagerComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.937370777130127,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05904104085329826,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.934643983840942,16.934643983840942,16.934643983840942,16.934643983840942,16.934643983840942,16.934643983840942,16.934643983840942,16.934643983840942,3.0,,,hw_file/hw-41.txt,log_file/log-41.txt
42,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc4_al_ufa0,3,FileManagerComponent,False,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.637474536895752,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06394894505762778,174.00507950180523,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.634888887405396,15.634888887405396,15.634888887405396,15.634888887405396,15.634888887405396,15.634888887405396,15.634888887405396,15.634888887405396,3.0,,,hw_file/hw-42.txt,log_file/log-42.txt
43,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc4_al_ufa1,3,FileManagerComponent,False,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.885727882385254,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05922161052015849,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.88322925567627,16.88322925567627,16.88322925567627,16.88322925567627,16.88322925567627,16.88322925567627,16.88322925567627,16.88322925567627,3.0,,,hw_file/hw-43.txt,log_file/log-43.txt
44,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc4_dl_ufa0,3,FileManagerComponent,False,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.560862302780151,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06426379081969878,174.8617748204004,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.558519124984741,15.558519124984741,15.558519124984741,15.558519124984741,15.558519124984741,15.558519124984741,15.558519124984741,15.558519124984741,3.0,,,hw_file/hw-44.txt,log_file/log-44.txt
45,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc4_dl_ufa1,3,FileManagerComponent,False,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.915199041366577,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05911842938143813,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.91288471221924,16.91288471221924,16.91288471221924,16.91288471221924,16.91288471221924,16.91288471221924,16.91288471221924,16.91288471221924,3.0,,,hw_file/hw-45.txt,log_file/log-45.txt
46,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc8_al_ufa0,3,FileManagerComponent,False,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.593338966369629,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06412994690596503,174.49758553113085,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.590747833251953,15.590747833251953,15.590747833251953,15.590747833251953,15.590747833251953,15.590747833251953,15.590747833251953,15.590747833251953,3.0,,,hw_file/hw-46.txt,log_file/log-46.txt
47,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc8_al_ufa1,3,FileManagerComponent,False,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.92057228088379,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05909965593360938,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.91827964782715,16.91827964782715,16.91827964782715,16.91827964782715,16.91827964782715,16.91827964782715,16.91827964782715,16.91827964782715,3.0,,,hw_file/hw-47.txt,log_file/log-47.txt
48,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc8_dl_ufa0,3,FileManagerComponent,False,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,15.573535442352295,3,2721,2721.0,2721.0,0.0,1185,1536,2721,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06421149543734918,174.7194790850271,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.571178436279297,15.571178436279297,15.571178436279297,15.571178436279297,15.571178436279297,15.571178436279297,15.571178436279297,15.571178436279297,3.0,,,hw_file/hw-48.txt,log_file/log-48.txt
49,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs0_fmc8_dl_ufa1,3,FileManagerComponent,False,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,16.918214797973633,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.05910789122501118,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,16.91590666770935,16.91590666770935,16.91590666770935,16.91590666770935,16.91590666770935,16.91590666770935,16.91590666770935,16.91590666770935,3.0,,,hw_file/hw-49.txt,log_file/log-49.txt
50,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc2_al_ufa0,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,9.820042371749878,3,2380,2380.0,2380.0,0.0,1434,946,2380,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.10183255449862234,242.36147970672116,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,9.817409753799438,9.817409753799438,9.817409753799438,9.817409753799438,9.817409753799438,9.817409753799438,9.817409753799438,9.817409753799438,3.0,,,hw_file/hw-50.txt,log_file/log-50.txt
51,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc2_al_ufa1,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,30.268386840820312,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.033037769910201756,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,30.265942573547363,30.265942573547363,30.265942573547363,30.265942573547363,30.265942573547363,30.265942573547363,30.265942573547363,30.265942573547363,3.0,,,hw_file/hw-51.txt,log_file/log-51.txt
52,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc2_dl_ufa0,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,6.928727388381958,3,2085,2085.0,2085.0,0.0,1434,651,2085,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.14432664816295024,300.92106141975125,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.926308631896973,6.926308631896973,6.926308631896973,6.926308631896973,6.926308631896973,6.926308631896973,6.926308631896973,6.926308631896973,3.0,,,hw_file/hw-52.txt,log_file/log-52.txt
53,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc2_dl_ufa1,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,26.103954315185547,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.03830837228435795,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,26.101074934005737,26.101074934005737,26.101074934005737,26.101074934005737,26.101074934005737,26.101074934005737,26.101074934005737,26.101074934005737,3.0,,,hw_file/hw-53.txt,log_file/log-53.txt
54,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc4_al_ufa0,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,6.907170534133911,3,2085,2085.0,2085.0,0.0,1434,651,2085,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.14477708275164078,301.860217537171,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.904291391372681,6.904291391372681,6.904291391372681,6.904291391372681,6.904291391372681,6.904291391372681,6.904291391372681,6.904291391372681,3.0,,,hw_file/hw-54.txt,log_file/log-54.txt
55,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc4_al_ufa1,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,26.091758251190186,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.03832627875717746,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,26.08891987800598,26.08891987800598,26.08891987800598,26.08891987800598,26.08891987800598,26.08891987800598,26.08891987800598,26.08891987800598,3.0,,,hw_file/hw-55.txt,log_file/log-55.txt
56,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc4_dl_ufa0,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,6.918635129928589,3,2085,2085.0,2085.0,0.0,1434,651,2085,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.14453717839147293,301.3600169462211,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.916270971298218,6.916270971298218,6.916270971298218,6.916270971298218,6.916270971298218,6.916270971298218,6.916270971298218,6.916270971298218,3.0,,,hw_file/hw-56.txt,log_file/log-56.txt
57,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc4_dl_ufa1,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,26.110167026519775,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.03829925710487843,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,26.10791516304016,26.10791516304016,26.10791516304016,26.10791516304016,26.10791516304016,26.10791516304016,26.10791516304016,26.10791516304016,3.0,,,hw_file/hw-57.txt,log_file/log-57.txt
58,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc8_al_ufa0,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,6.946427583694458,3,2085,2085.0,2085.0,0.0,1434,651,2085,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.14395888936456025,300.1542843251081,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.944044828414917,6.944044828414917,6.944044828414917,6.944044828414917,6.944044828414917,6.944044828414917,6.944044828414917,6.944044828414917,3.0,,,hw_file/hw-58.txt,log_file/log-58.txt
59,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc8_al_ufa1,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,26.091845512390137,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0383261505793116,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,26.08941102027893,26.08941102027893,26.08941102027893,26.08941102027893,26.08941102027893,26.08941102027893,26.08941102027893,26.08941102027893,3.0,,,hw_file/hw-59.txt,log_file/log-59.txt
60,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc8_dl_ufa0,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.0,512,concise,1,6.926497459411621,3,2085,2085.0,2085.0,0.0,1434,651,2085,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.14437311294198413,301.0179404840369,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.924064874649048,6.924064874649048,6.924064874649048,6.924064874649048,6.924064874649048,6.924064874649048,6.924064874649048,6.924064874649048,3.0,,,hw_file/hw-60.txt,log_file/log-60.txt
61,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.0_m512_conc_file_fs1_fmc8_dl_ufa1,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.0,512,concise,1,26.105926752090454,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.038305477889993854,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,26.103153228759766,26.103153228759766,26.103153228759766,26.103153228759766,26.103153228759766,26.103153228759766,26.103153228759766,26.103153228759766,3.0,,,hw_file/hw-61.txt,log_file/log-61.txt
62,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file+code+webs_fs0_fmc2_dl_ufa0,3,FileManagerComponent+CodeExecutorComponent+WebSearchComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,2048,concise,1,6.272590160369873,3,2215,2215.0,2215.0,0.0,1653,562,2215,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.1594237746183362,353.1236607796147,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,6.269629955291748,6.269629955291748,6.269629955291748,6.269629955291748,6.269629955291748,6.269629955291748,6.269629955291748,6.269629955291748,3.0,,,hw_file/hw-62.txt,log_file/log-62.txt
63,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file_fs1_fmc2_al_ufa0,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,2048,concise,1,7.6999595165252686,3,2181,2181.0,2181.0,0.0,1464,717,2181,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.1298708126781511,283.24824245104753,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,7.697666883468628,7.697666883468628,7.697666883468628,7.697666883468628,7.697666883468628,7.697666883468628,7.697666883468628,7.697666883468628,3.0,,,hw_file/hw-63.txt,log_file/log-63.txt
64,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file_fs1_fmc2_al_ufa1,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,2048,concise,1,27.091339349746704,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.03691216543745186,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,27.089059591293335,27.089059591293335,27.089059591293335,27.089059591293335,27.089059591293335,27.089059591293335,27.089059591293335,27.089059591293335,3.0,,,hw_file/hw-64.txt,log_file/log-64.txt
65,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file_fs1_fmc2_dl_ufa0,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,2048,concise,1,10.65368390083313,3,2472,2472.0,2472.0,0.0,1464,1008,2472,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.09386424539231908,232.03241460981275,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,10.651429414749146,10.651429414749146,10.651429414749146,10.651429414749146,10.651429414749146,10.651429414749146,10.651429414749146,10.651429414749146,3.0,,,hw_file/hw-65.txt,log_file/log-65.txt
66,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file_fs1_fmc2_dl_ufa1,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,2048,concise,1,21.276362895965576,3,1284,1284.0,1284.0,0.0,800,484,1284,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.047000514368441236,60.348660449078544,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,21.2739679813385,21.2739679813385,21.2739679813385,21.2739679813385,21.2739679813385,21.2739679813385,21.2739679813385,21.2739679813385,3.0,,,hw_file/hw-66.txt,log_file/log-66.txt
67,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m2048_conc_file_fs1_fmc4_al_ufa1,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,2048,concise,1,28.507516860961914,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.03507846736975525,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,28.505201816558838,28.505201816558838,28.505201816558838,28.505201816558838,28.505201816558838,28.505201816558838,28.505201816558838,28.505201816558838,3.0,,,hw_file/hw-67.txt,log_file/log-67.txt
